epoch,G_loss,D_loss
5,2.5437476028452446,0.8409851888561493
10,2.0798925834772226,0.9427254116901046
15,1.974376918562233,0.9336662307724624
20,1.8245130704187067,0.9920910491662867
25,1.803144471838956,0.8897308859678791
30,1.8558240990199701,0.8741933921413958
35,1.8661761794172589,0.9041935661259819
40,1.8913958337148438,0.8851780531656407
45,1.810406990368348,0.7975678230490526
50,1.8803080552069427,0.7737980033735485
